index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
71,03001627_11d9817e65d7ead6b87028a4b477349f,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11d9817e65d7ead6b87028a4b477349f.png
72,03001627_11dac7c4d7e4b32af9aec59741c69cf7,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11dac7c4d7e4b32af9aec59741c69cf7.png
73,03001627_11dba3a8d7b7210f5ff61a3a2a0e2484,chair,"A chair with single main body, curved shell, distinct seat, and backrest.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11dba3a8d7b7210f5ff61a3a2a0e2484.png
74,03001627_11e0f0dfd3d0b22130ddb6ead95f49cc,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, and slats.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11e0f0dfd3d0b22130ddb6ead95f49cc.png
75,03001627_11e28120789c20abc8687ff9b0b4e4ac,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11e28120789c20abc8687ff9b0b4e4ac.png
76,03001627_11e521e41ff6a64922e4620665c23c97,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars, slats, perforations or holes, cylindrical parts, and partly hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats; has_perforations_or_holes; has_cylindrical_parts; has_occluded_or_hidden_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11e521e41ff6a64922e4620665c23c97.png
77,03001627_11e55ca087c74082feec1f13d2353f3,chair,"A chair with single main body, curved shell, distinct seat, backrest, and four or more legs.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11e55ca087c74082feec1f13d2353f3.png
78,03001627_11e6e58798ae5be83e5b5dbd84cdd0f8,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11e6e58798ae5be83e5b5dbd84cdd0f8.png
79,03001627_11f1511799d033ff7962150cab9888d6,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11f1511799d033ff7962150cab9888d6.png
80,03001627_11fa9b044482814ef91663a74ccd2338,chair,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11fa9b044482814ef91663a74ccd2338.png
81,03001627_11ff2e9f9b0993b7f51f77a6d7299806,chair,"A chair with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_11ff2e9f9b0993b7f51f77a6d7299806.png
82,03001627_120735afde493c277ff6ace05b36a5,chair,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_120735afde493c277ff6ace05b36a5.png
83,03001627_122a480cfcdd742650c626aa72455dae,chair,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests. Reconstruction-relevant geometry includes slats and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_122a480cfcdd742650c626aa72455dae.png
84,03001627_1230d31e3a6cbf309cd431573238602d,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1230d31e3a6cbf309cd431573238602d.png
85,03001627_123305d8ccc0dc6346918a1d9c256af3,chair,"A chair with single main body, flat horizontal surface, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_123305d8ccc0dc6346918a1d9c256af3.png
86,03001627_123b44b99e48eccb6960dc525de2f934,chair,"A chair with single main body, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_123b44b99e48eccb6960dc525de2f934.png
87,03001627_124117cdec71699850c2ec40da48fd9d,chair,"A chair with single main body, curved shell, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_124117cdec71699850c2ec40da48fd9d.png
88,03001627_124ef426dfa0aa38ff6069724068a578,chair,"A chair with single main body, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_124ef426dfa0aa38ff6069724068a578.png
89,03001627_126e65c55961e5c166f17d3ad78f5a62,chair,"A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, thin supports, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_thin_supports; has_open_gaps,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_126e65c55961e5c166f17d3ad78f5a62.png
90,03001627_128517f2992b6fb92057e1ae1c4cc928,chair,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_128517f2992b6fb92057e1ae1c4cc928.png
91,03001627_12a56b6d02a93c5c711beb49b60c734f,chair,"A chair with single main body, curved shell, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_curved_shell; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_12a56b6d02a93c5c711beb49b60c734f.png
92,03001627_12c2b7080b07146a9d4d5dcd2cc33826,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_12c2b7080b07146a9d4d5dcd2cc33826.png
93,03001627_12d7ca3c06faaadf17b431cae0dd70ed,chair,"A chair with single main body, curved shell, distinct seat, and backrest.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_12d7ca3c06faaadf17b431cae0dd70ed.png
94,03001627_12f395270a3316d01666e1246e760f82,chair,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_12f395270a3316d01666e1246e760f82.png
95,03001627_12f4d8c20ef311d988dcbe86402c7c15,chair,"A chair with single main body, curved shell, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes partly hidden supports.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_occluded_or_hidden_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_12f4d8c20ef311d988dcbe86402c7c15.png
96,03001627_13076ebf8b5cc457b8d6f69a14683de3,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13076ebf8b5cc457b8d6f69a14683de3.png
97,03001627_131abb0b13d6c5b97f0b1e4f6d35b0ba,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_131abb0b13d6c5b97f0b1e4f6d35b0ba.png
98,03001627_131edf0948b60ee6372c8cd7d07d8ddc,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats and cylindrical parts.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_131edf0948b60ee6372c8cd7d07d8ddc.png
99,03001627_13990109140043c919fb4103277a6b93,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13990109140043c919fb4103277a6b93.png
100,03001627_13b6648bdc843b767b5f4d129cc2873d,chair,"A chair with single main body, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13b6648bdc843b767b5f4d129cc2873d.png
101,03001627_13bc03eca6aad4b2d7bf6fb68df7f786,chair,"A chair with single main body, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13bc03eca6aad4b2d7bf6fb68df7f786.png
102,03001627_13c18609602e4ced37b2bb75885cfc44,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13c18609602e4ced37b2bb75885cfc44.png
103,03001627_13cdc9e018a811a3ad484915511ccff6,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13cdc9e018a811a3ad484915511ccff6.png
104,03001627_13d3462293023fe71f530727405d60cf,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13d3462293023fe71f530727405d60cf.png
105,03001627_13d4fceabfda96c0bff8d8db0f9298ac,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13d4fceabfda96c0bff8d8db0f9298ac.png
106,03001627_13e29ccc0722f4f958df8eeaf3dad1c,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13e29ccc0722f4f958df8eeaf3dad1c.png
107,03001627_13fdf00cde077f562f6f52615fb75fca,chair,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, and slats.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_13fdf00cde077f562f6f52615fb75fca.png
108,03001627_1459c329e2123d4fe5b03ab845ae95c,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1459c329e2123d4fe5b03ab845ae95c.png
