object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
03001627_1145248e1eba424d492d9da2668ec34c,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Tall bar chair with armrests, four thin cylindrical legs, footrest/cross bars, and open frame gaps."
03001627_114b563de051057fcda85f6a3e19b0a1,True,"A chair with single main body, curved shell, distinct seat, and backrest.","A chair with single main body, curved shell, distinct seat, backrest, pedestal or central support, and concavity.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest,has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest; has_pedestal_or_central_support; has_concavity,Continuous molded shell chair with integrated central/base support and concave seat; no independent legs are visible.
03001627_114f72b38dcabdf0823f29d871e57676,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, and cylindrical parts.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, slats, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_slats; has_open_gaps; has_cylindrical_parts,"Spindle-back chair with flat seat, four thin legs, slats, open gaps, and cylindrical rods; no clear cross braces."
03001627_11506b96d41f7d3dd7c4a943f33e0384,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats and partly hidden supports.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, slats, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_occluded_or_hidden_supports,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_open_gaps,Slatted-back four-leg chair with a flat seat and open back gaps; hidden supports are not needed.
03001627_11525a18678f7ce6ae1e1181f20bb9c8,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, pedestal or central support, star base or wheels, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_pedestal_or_central_support; has_star_base_or_wheels; has_cylindrical_parts,"Office chair with armrests, central pedestal, and wheeled star base; not four independent legs."
03001627_1157d8d6995da5c0290d57214c8512a4,True,"A chair with single main body, boxy volume, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, perforations or holes, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_perforations_or_holes; has_open_gaps,"Tall decorative chair with flat seat, high back, four legs, and visible holes/gaps in the back panel."
03001627_115b11a77b8d8c3c110a27d1d78196,True,"A chair with single main body, boxy volume, distinct seat, and backrest.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, and pedestal or central support.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_pedestal_or_central_support,Angular cantilever/pedestal-like chair with flat seat and integrated base; no separate four legs.
03001627_1166b15756ed9b8897317616969032,True,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Sofa-like chair with rolled arms, broad flat seat, curved shell details, concavity, and small legs."
03001627_116a9cd5ac9a008ee8cb931b01d0a372,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps,"Simple boxy armchair with flat seat, tall back, armrests, four legs, and visible side/under-seat gaps."
03001627_116bcb3b43de74b9df9054bbcf5c6adc,True,"A chair with single main body, boxy volume, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity,"Upholstered armchair with broad flat concave seat, arms, and curved back shell; no clear four independent legs."
03001627_11740d372308f12185047f9f654ddc2e,True,"A chair with single main body, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, perforations or holes, and open gaps.",has_single_main_body; has_vertical_panel; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_perforations_or_holes; has_open_gaps,"Tall straight chair with flat seat, four thin legs, and two rectangular holes/open gaps in the back panel; not a slatted back."
03001627_117930a8f2e37f9b707cdefe012d0353,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, and cylindrical parts.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, slats, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_slats; has_open_gaps; has_cylindrical_parts,"Rounded spindle-back chair with flat seat, four thin cylindrical legs, vertical slats, and open gaps; no separate cross braces are visible."
03001627_117bd6da01905949a81116f5456ee312,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps,Simple four-leg chair with flat seat and a large rectangular open gap in the back panel.
03001627_117c0e0aafc0c3f81015cdff13e6d9f3,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,"Simple four-leg chair with flat seat and rounded-top back panel; no additional holes, slats, or armrests are visible."
03001627_1190af00b6c86c99c3bd24f986301745,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, thin supports, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_cylindrical_parts,"Lounge chair plus separate ottoman: two distinct bodies with flat pads, backrest, and thin wire loop legs; no armrests."
03001627_1196ffab55e431e11b17743c18fb63dc,True,"A chair with single main body, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity; has_cylindrical_parts,"Rounded upholstered armchair with rolled arms, broad flat concave seat, backrest, and short visible feet."
